SENTTOT,SENSPLT0,DISTRICT,MONSEX,OFFGUIDE,SENTRNGE,XCRHISSR
24,24,8,0,16,8,1
168,168,38,0,27,0,1
60,60,7,0,21,8,6
,0,71,0,13,7,1
23,23,7,0,10,7,1
0.03,0.03,7,1,10,7,1
0.03,0.03,7,0,10,8,1
0.03,0.03,8,0,21,2,1
121,121,73,0,3,0,3
0.03,0.03,71,0,22,2,1
,0,70,1,17,0,1
12.03,12.03,8,0,16,7,1
30,30,24,1,10,0,2
46,46,8,0,19,2,1
420,420,30,1,10,0,1
48,48,8,0,13,8,4
175,175,33,0,10,7,2
36,36,12,0,13,8,1
135,135,34,0,10,1,1
456,456,30,0,10,0,4
24,24,5,0,7,8,1
216,216,39,0,7,6,1
48,48,84,0,27,8,1
1.36,1.36,68,1,10,2,2
71,71,12,0,13,7,5
24,24,68,1,10,6,3
87,87,64,0,10,7,1
7,7,70,0,17,3,2
0.03,0.03,68,0,17,0,2
180,180,39,0,10,0,2
,6,88,0,1,0,1
1.76,1.76,68,0,17,0,1
0.03,0.03,64,0,13,0,2
2.76,2.76,68,0,17,0,1
24,24,70,0,10,8,1
21,21,34,1,16,0,1
18,18,70,0,17,3,6
96,96,34,0,10,7,4
12,12,70,0,17,0,3
162,162,41,0,26,6,3
24,24,70,1,4,0,2
4.5,4.5,70,0,17,0,1
5,5,70,0,17,3,3
50,50,30,0,10,2,4
,4,73,0,5,2,1
60,60,69,0,4,0,4
180,180,15,0,26,0,3
48,48,87,0,28,0,4
60,60,69,0,27,0,2
168,168,73,0,10,2,6
60,60,87,0,10,2,5
120,120,72,0,16,0,1
42,42,87,0,13,0,4
48,48,31,1,10,8,1
13,13,69,0,24,8,4
200,200,30,0,10,7,6
28,28,15,0,13,7,5
60,60,56,0,10,0,1
0.03,0.03,30,0,17,0,1
,0,24,1,10,8,1
1.76,1.76,88,0,17,3,2
26.1,26.1,24,0,10,0,1
18,18,30,0,16,8,1
0.13,0.13,74,1,16,0,1
30,30,70,0,10,8,1
4.93,4.93,70,0,21,8,1
18,18,70,0,13,8,2
51,51,70,0,10,7,2
120,120,78,0,27,0,2
87,87,12,0,13,8,3
0.03,0.03,15,0,10,2,1
10,10,69,0,13,8,2
26,26,69,0,13,5,3
180,180,69,0,27,7,1
8,8,50,0,17,2,1
117,117,41,0,26,2,1
140,140,69,1,10,8,5
60,60,69,0,10,8,5
240,240,69,0,10,0,5
121,121,24,0,16,0,1
25,25,41,0,13,1,4
252,252,53,0,10,8,6
24,24,33,0,10,2,1
50,50,36,0,13,0,3
60,60,33,0,10,2,1
121,121,33,0,10,0,2
,0,42,0,17,8,2
0.03,0.03,33,1,21,2,1
65,65,32,0,10,7,1
4.34,4.34,84,0,13,7,1
60,60,33,0,10,2,1
8,8,88,0,17,3,3
37,37,88,0,13,0,4
470,470,33,0,10,0,3
70,70,17,0,10,2,3
60,60,33,0,10,2,1
0.03,0.03,88,0,17,3,1
198,198,17,0,10,4,3
,0,42,1,21,2,1
30,30,49,0,17,0,2
37,37,42,0,13,0,6
3.26,3.26,70,0,17,0,1
34,34,42,0,17,0,5
16,16,70,0,17,3,3
26,26,88,0,17,3,3
105,105,36,0,4,0,6
12.03,12.03,42,1,10,8,1
12.03,12.03,42,0,17,8,1
39,39,31,1,16,8,1
324,324,39,0,10,0,5
720,720,39,0,27,0,1
34,34,30,0,10,2,3
12.03,12.03,42,0,17,8,1
,6,17,1,16,0,1
54,54,17,0,10,2,2
,0,42,1,17,0,1
36,36,17,0,13,0,3
,0,33,1,30,0,1
36,36,74,0,17,3,3
5.91,5.91,74,0,17,3,2
21,21,42,0,17,0,1
90,90,74,0,10,4,3
188,188,31,0,10,0,6
37,37,74,0,10,4,1
,0,42,0,17,0,1
22,22,42,0,17,6,1
16,16,42,0,17,0,3
180,180,42,1,10,2,2
30,30,74,0,10,3,1
29,29,42,0,17,0,1
5,10,42,0,17,3,1
70,70,74,0,10,3,6
27,27,53,1,16,0,1
46,46,30,0,13,0,3
12.03,12.03,73,0,16,2,6
63,63,52,0,10,5,1
60,60,25,1,10,8,2
47,47,10,0,10,2,6
66,66,17,0,13,2,3
15,15,74,0,17,3,2
0.03,0.03,10,0,10,8,1
30,30,42,0,17,0,2
0.03,0.03,10,1,10,2,3
60,60,10,0,13,7,4
10,10,42,0,17,0,1
36,36,42,0,17,6,1
33,33,74,0,13,8,3
36,36,17,1,26,2,2
43,43,73,0,28,6,2
41,41,42,1,17,0,1
,0,70,0,10,3,1
33,33,24,0,10,0,2
33,33,25,1,10,8,1
84,84,25,0,10,8,6
,0,25,1,10,7,1
600,600,63,1,27,8,1
36,36,73,1,16,2,1
192,192,30,0,4,6,6
21,21,84,0,10,2,1
180,180,8,0,21,0,1
,0,57,1,13,0,1
27,27,45,0,16,8,2
81,81,49,0,10,2,3
1.48,1.48,74,0,1,0,1
72,72,7,0,13,6,6
45,45,13,0,21,8,1
135,135,41,0,26,0,1
0.03,0.03,45,0,17,8,3
0.03,0.03,7,0,21,0,1
240,240,39,0,10,1,1
16,16,84,0,17,0,4
96,96,84,0,10,4,2
420,420,7,0,4,7,5
180,180,39,0,10,0,1
41,41,7,0,16,8,1
24,24,74,0,16,0,2
16,16,36,0,16,0,3
30,30,41,0,10,8,1
96,96,65,0,13,7,5
16,16,74,0,10,4,1
84,84,4,0,10,7,1
,0,4,0,16,0,1
6,6,7,0,4,0,1
70,70,70,0,10,0,2
80,80,74,0,10,2,2
42,42,1,0,10,8,1
0.26,12.26,74,1,17,3,1
12.03,12.03,74,0,10,3,1
0.03,0.03,74,1,21,8,1
8,8,74,0,17,4,2
15,15,74,0,17,3,2
57,57,74,0,26,0,3
33,33,74,0,10,4,1
37,37,74,0,10,3,1
6,6,74,1,16,0,1
4,4,74,0,17,3,2
70,70,4,0,10,0,1
78,78,4,0,7,7,1
,0,73,1,5,0,1
4.43,4.43,74,0,17,3,1
6,6,31,0,17,0,1
210,210,51,0,13,8,6
360,360,86,0,27,0,1
150,150,0,0,7,2,3
60,60,4,0,10,0,3
,0,39,0,16,7,1
24,24,39,0,17,8,5
,0,76,0,10,8,1
235,235,86,0,27,0,1
45,45,13,0,21,8,1
51,51,93,0,10,0,6
78,78,74,1,10,4,2
24,24,65,0,10,2,1
,0,51,0,10,8,1
3.49,3.49,93,0,13,2,2
135,135,86,0,7,0,2
240,240,76,0,27,8,2
0.03,0.03,74,0,17,3,2
60,60,47,0,13,8,6
0.03,0.03,93,0,16,8,4
48,48,62,0,16,6,3
32,32,8,0,10,8,1
18,18,8,0,26,7,1
97,97,93,0,10,8,4
84,84,36,0,13,0,5
8,8,81,0,27,8,1
180,180,70,0,21,7,3
12.03,12.03,8,1,16,8,1
,0,4,0,16,2,1
0.03,0.03,22,0,17,0,1
,0,70,1,17,3,1
24,24,70,0,17,0,6
0.03,0.03,22,0,17,7,1
120,120,34,0,13,0,6
,0,88,1,10,7,1
,0,40,1,16,0,1
90,90,35,0,13,0,5
3.55,3.55,41,1,17,8,1
180,180,22,0,10,8,4
12.03,12.03,82,0,25,0,5
16,16,47,0,16,0,4
3.61,3.61,41,0,17,3,2
0.03,0.03,8,0,21,8,1
0.03,0.03,68,0,1,7,1
12.03,12.03,12,0,10,2,1
30,30,8,0,16,0,2
120,120,83,0,10,7,6
110,110,12,0,10,2,6
0.03,0.03,71,1,10,7,5
34,34,39,0,17,0,5
360,360,69,0,27,0,1
3.25,3.25,41,0,17,0,1
150,150,52,0,10,4,4
8,8,70,1,17,3,2
0.03,0.03,85,0,10,0,1
3.39,3.39,70,0,17,0,2
0.03,0.03,68,0,10,8,2
120,120,17,0,10,2,6
,0,85,1,1,4,1
2.89,2.89,41,0,17,0,1
12.03,12.03,28,0,13,0,1
108,108,85,0,10,0,1
51,51,85,0,13,0,1
21,21,23,0,10,0,2
3.25,3.25,41,0,17,0,1
24,24,48,0,13,0,3
3.56,3.56,30,0,17,8,2
52,52,23,0,10,0,3
60,60,56,0,10,0,1
8,8,42,1,17,0,2
420,420,38,0,10,0,6
12.03,12.03,82,0,1,0,1
194,194,82,0,26,0,6
12.03,12.03,30,0,17,0,1
87,87,62,0,10,0,1
,0,70,0,17,0,1
15,15,78,0,13,7,4
,6,36,0,16,8,1
120,120,30,0,10,8,6
30,30,20,0,13,2,1
,0,70,1,17,0,1
24,24,70,0,10,3,1
,0,24,1,10,2,1
78,78,9,0,10,2,2
6,6,84,1,25,0,2
408,408,36,0,27,0,1
33,33,70,0,17,3,6
8,8,41,0,17,0,2
120,120,40,0,10,7,6
78,78,76,0,10,2,3
2.79,2.79,70,0,17,0,2
24,24,54,0,17,0,3
24,24,15,0,26,2,1
48,48,41,0,17,8,4
48,48,12,0,13,2,6
15,15,15,1,10,2,4
70,70,9,0,10,2,4
0.03,0.03,42,0,17,0,1
46,46,15,0,10,0,1
120,120,51,0,10,7,5
185,185,51,0,13,0,6
,0,26,0,30,0,1
3.55,3.55,84,0,17,0,1
70,70,55,0,10,0,1
96,96,54,0,26,0,6
46,46,33,0,16,0,6
60,60,39,0,24,6,3
84,84,15,0,10,0,4
33,33,84,0,17,0,6
5,5,70,0,17,0,3
72,72,51,0,10,2,1
144,144,35,0,13,0,5
0.39,0.39,80,0,10,7,1
70,70,65,0,13,0,5
14,14,45,0,17,0,2
30,30,65,0,10,0,1
276,276,37,1,10,8,2
0.03,0.03,6,0,17,8,1
36,36,42,0,4,0,1
48,48,65,0,10,7,1
80,80,65,0,10,7,6
15,15,70,0,17,3,4
180,180,27,0,13,0,4
24,24,35,0,16,6,2
140,140,66,0,10,0,5
192,192,66,0,10,0,5
262,262,47,0,29,8,4
60,60,77,0,10,2,4
286,286,65,0,4,0,3
6,6,88,0,17,3,2
8,8,41,0,17,8,3
144,144,22,0,26,8,2
2,2,77,0,1,8,1
4.73,4.73,41,1,17,0,1
10,10,70,0,13,0,1
15,15,35,0,13,8,1
132,132,17,0,10,8,3
60,60,13,0,26,7,6
72,72,65,0,10,7,3
36,36,45,0,28,8,1
470,470,91,0,22,0,2
135,135,90,0,21,0,1
,0,15,0,13,2,6
60,60,32,0,17,6,3
57,57,90,0,10,0,3
60,60,64,0,10,8,3
46,46,24,0,10,0,3
60,60,90,0,10,2,1
110,110,55,0,13,0,6
54,54,88,0,10,7,2
33,33,31,0,26,0,1
37,37,33,0,24,0,5
60,60,31,0,10,0,2
6.1,6.1,5,0,28,7,3
120,120,90,0,19,2,1
18,18,42,0,17,0,3
7,7,70,0,17,3,1
33,33,26,0,13,0,1
46,46,84,0,17,2,3
200,200,56,0,10,8,6
27,27,78,0,17,7,3
30,30,64,0,13,8,5
,0,20,0,13,7,1
12.03,12.03,31,0,17,8,1
12,12,84,0,17,0,2
30,30,31,0,16,8,1
63,63,31,0,26,0,2
3.36,3.36,31,0,10,8,1
60,60,73,0,10,2,5
100,100,64,0,10,0,5
0.03,0.03,50,1,10,2,1
240,240,84,0,27,4,2
18,18,27,0,10,0,2
18,18,1,1,16,0,1
,0,88,0,10,2,6
108,108,31,0,10,0,1
0.03,0.03,10,0,17,0,1
96,96,17,0,10,8,3
57,57,41,0,13,0,4
17.1,17.1,6,0,17,0,4
84,84,79,1,10,8,1
,0,6,0,10,2,1
108,108,31,0,10,0,1
34,34,17,0,13,8,3
,0,57,0,21,7,1
18,18,83,0,25,0,3
57,57,35,0,13,0,5
70,70,4,0,10,7,1
0.03,0.03,42,0,17,0,3
66,66,42,0,10,0,1
18,18,42,0,17,8,4
180,180,31,0,10,8,1
360,360,80,0,22,0,6
17.33,17.33,70,0,1,0,1
54.43,54.43,12,0,13,0,2
180,180,67,0,10,8,4
125,125,63,0,13,0,6
0.03,0.03,2,1,10,8,6
60,60,66,0,13,0,6
3,3,22,0,17,0,1
0.03,0.03,5,0,10,0,1
,0,42,0,16,,
27,27,85,0,17,0,3
300,300,47,0,10,8,6
72,72,57,0,10,7,3
120,120,80,0,10,7,5
65,65,28,0,10,8,1
420,420,51,0,22,7,1
,0,6,0,30,0,1
108,108,49,0,10,0,3
192,192,80,0,10,8,6
180,180,0,0,10,8,4
216,216,49,0,10,8,2
125,125,12,0,13,7,6
,0,38,1,10,0,1
0.03,0.03,0,1,1,7,2
70,70,4,0,10,0,1
0.03,0.03,30,0,17,0,1
120,120,47,0,10,7,6
46,46,40,0,13,0,5
37,37,13,0,13,0,1
144,144,30,0,10,8,4
2.56,2.56,41,0,17,0,1
18,18,72,0,14,6,1
0.03,36.03,42,0,10,2,6
15,15,84,0,17,3,2
45,45,70,1,10,3,4
21,21,84,0,17,3,5
0.03,0.03,41,0,16,0,1
2.2,2.2,84,0,17,0,1
61,61,65,0,16,0,6
48,48,83,0,16,0,6
110,110,42,0,10,0,6
36,36,20,1,16,0,1
14,14,42,0,17,0,2
87,87,42,0,13,0,4
48,48,83,1,16,0,6
96,96,42,0,10,0,1
222,222,63,0,16,6,1
78,78,49,0,10,2,1
0.26,6.26,56,0,10,8,1
57,57,12,0,16,0,2
17,17,6,0,13,0,3
4.59,4.59,47,0,10,8,3
466,466,51,0,19,0,6
0.03,0.03,30,0,17,0,1
33,33,48,0,15,0,5
4.03,4.03,30,0,17,0,1
10,10,20,1,16,0,1
120,120,6,0,10,2,6
63,63,20,0,10,8,5
12.03,12.03,20,0,16,8,1
108,108,20,0,10,2,2
24,24,42,0,17,0,3
,0,42,1,17,0,1
24,24,20,0,16,8,6
33,33,20,1,16,0,2
24,24,12,1,16,2,1
66,66,67,0,10,8,3
0.03,0.03,81,0,17,5,1
120,120,26,0,13,6,1
0.03,0.03,12,0,10,2,1
48,48,13,0,26,0,1
75,75,42,0,10,0,1
18,18,42,0,25,0,5
,0,42,0,30,0,1
,0,22,0,30,0,1
66,66,12,0,10,7,6
42,42,42,0,13,0,4
108,108,42,0,10,0,2
14,14,42,0,17,0,2
36,36,17,1,16,8,3
27,27,42,0,17,0,2
27,27,42,0,17,0,3
,0,80,0,13,8,1
12,12,42,0,17,0,1
20,20,42,0,17,0,3
20,20,70,0,17,3,3
144,144,35,0,10,2,6
90,90,76,0,10,7,2
0.03,0.03,42,0,17,0,2
,0,30,0,17,0,1
46,46,47,0,10,8,2
3.36,3.36,42,0,17,0,1
0.13,0.13,42,1,30,0,
,0,42,0,13,8,1
33,33,12,0,21,2,1
0.03,0.03,42,1,17,0,1
106,106,31,0,13,7,6
37,37,16,0,13,0,5
,0,42,1,16,2,1
120,120,46,0,10,8,2
33,33,12,0,7,8,1
60,60,2,0,10,7,6
0.03,0.03,31,0,17,,
0.03,0.03,12,1,10,8,1
72,72,22,0,10,5,3
36,36,30,0,10,8,1
141,141,67,0,26,0,3
112,112,47,0,29,8,1
6,6,84,0,17,3,3
2,2,42,1,17,8,1
5.98,5.98,70,0,17,0,1
25,25,72,0,13,8,5
57,57,30,0,13,1,6
92,92,58,0,10,8,6
,0,33,0,30,0,1
0.03,0.03,70,0,17,3,2
51,51,6,0,10,0,2
,4,41,1,17,3,1
0.03,6.03,16,0,16,0,1
2,2,33,0,30,0,1
,0,33,1,30,0,1
31,31,89,0,20,8,2
,0,40,1,21,2,1
3,3,70,0,17,0,2
,0,33,1,30,0,3
200,200,30,0,10,8,1
6,6,70,0,17,3,3
20,20,65,0,13,8,5
2.76,2.76,41,0,17,0,1
48,48,65,0,13,6,2
18,18,90,0,13,2,4
27,27,5,0,13,0,4
5,5,70,0,17,3,2
15,15,65,0,16,0,1
110,110,65,0,13,0,6
4.4,4.4,74,0,17,3,1
21,21,42,0,17,0,2
12.03,12.03,70,0,17,8,1
108,108,60,0,10,7,6
264,264,70,0,27,1,2
,0,1,1,14,0,1
8,8,70,0,17,3,3
108,108,8,0,10,8,4
24,24,90,1,18,8,1
84,84,48,1,10,7,2
,9,41,1,21,8,1
,0,12,0,29,7,2
33,33,60,0,13,0,2
8,8,41,0,16,2,1
3,3,90,0,1,8,2
0.03,0.03,41,0,17,7,2
33,33,41,0,17,0,5
70,70,9,0,13,2,5
77,77,32,0,13,8,4
77,77,26,0,13,0,5
120,120,78,0,27,0,2
18,18,41,0,17,5,2
,0,33,0,30,0,1
4.27,4.27,41,0,17,0,1
24,24,80,0,10,2,1
18,18,74,1,10,3,1
4,4,4,0,10,8,1
13.14,13.14,41,0,17,5,4
78,78,8,0,4,4,3
4.83,4.83,41,0,17,0,1
4.57,4.57,41,0,17,0,2
10,10,70,0,17,3,2
0.03,0.03,8,0,16,2,1
5.68,5.68,41,0,17,0,2
90,90,84,0,4,0,1
0.03,0.03,74,0,10,3,1
8,8,41,0,17,0,2
123,123,84,0,10,2,2
97,97,89,0,7,7,3
30,30,75,0,10,0,1
18,18,79,0,24,8,5
57,57,42,0,10,0,1
84,84,74,0,10,7,2
20,20,71,0,21,8,1
3.78,3.78,41,0,17,0,1
115,115,33,0,13,0,6
18,18,41,0,17,0,3
120,120,41,0,10,0,1
36,36,81,0,28,8,1
8,8,74,0,17,3,1
37,37,41,0,10,5,2
6,6,41,0,17,0,3
12.03,12.03,41,0,23,0,1
120,120,73,0,10,8,5
0.03,0.03,74,0,17,3,3
6,6,41,0,17,5,3
2.86,2.86,41,0,17,0,1
2.63,2.63,41,0,17,0,1
,0,42,0,17,0,1
3.55,3.55,41,0,17,0,1
120,120,84,0,27,4,1
120,120,41,0,10,0,2
4.04,4.04,41,0,17,0,
186,186,73,0,22,2,1
,0,42,0,17,0,1
4.24,4.24,41,0,17,0,1
26.3,26.3,42,0,28,4,3
3.46,9.46,73,0,13,2,3
30,30,41,0,10,0,1
,0,82,0,30,0,1
84,84,77,0,24,0,6
12.03,12.03,76,0,17,0,3
12,12,41,0,17,0,3
15,15,70,0,17,3,2
4.27,4.27,70,0,17,3,2
5,5,70,0,17,0,1
4.34,4.34,74,1,17,3,1
21,21,41,0,17,0,3
240,240,33,0,27,0,3
8,8,6,0,17,0,1
84,84,33,0,13,0,5
161,161,70,0,13,0,6
,0,6,0,30,0,1
10,10,70,0,17,3,2
60,60,36,0,10,0,1
80,80,41,0,13,8,6
5,5,42,0,17,8,2
18,18,70,0,25,0,6
60,60,33,0,28,6,6
60,60,36,0,13,0,2
0.13,0.13,71,0,30,7,3
10,10,41,0,13,0,1
,0,36,1,16,8,1
120,120,42,0,10,5,4
0.03,0.03,41,1,17,3,1
2.16,2.16,41,0,17,0,1
120,120,55,0,10,8,1
51,51,70,0,10,7,2
24,24,36,0,13,0,2
300,300,61,0,10,8,4
78,78,83,0,7,0,1
0.03,0.03,41,0,17,0,1
70,70,16,0,13,0,3
84,84,42,0,17,0,4
27,27,42,0,17,0,2
33,33,42,0,17,0,1
78,78,48,0,21,0,1
168,168,17,0,10,0,3
7,7,42,0,17,0,2
10,10,41,0,17,0,3
18,18,42,0,17,6,1
180,180,15,0,10,7,6
33,33,42,1,17,6,1
12,12,38,0,18,0,1
70,70,28,0,10,8,1
33,33,42,1,17,0,1
0.03,0.03,80,1,10,2,1
470,470,33,0,10,0,2
65,65,28,0,10,8,1
24,24,73,0,16,8,1
180,180,17,0,10,2,6
5,10,42,1,17,6,1
40,40,31,1,16,8,3
108,108,46,0,10,8,3
420,420,6,0,27,0,1
48,48,65,0,10,2,2
51,51,73,0,16,0,1
13,13,42,1,17,0,1
240,240,36,0,10,8,6
180,180,57,0,27,0,1
6,9,90,0,1,0,1
2.14,2.14,84,0,17,0,1
0.03,0.03,71,0,10,7,1
0.03,0.03,45,0,10,0,2
15,15,84,1,10,8,1
12.03,12.03,45,0,13,8,1
162,162,80,0,26,0,3
,0,42,1,17,0,1
33,33,42,0,17,0,3
7,7,84,0,17,3,2
33,33,4,1,10,0,1
24,24,81,0,10,8,1
0.59,0.59,84,0,17,7,1
24,24,39,0,17,0,3
9,9,42,1,17,6,1
97,97,47,0,10,8,6
180,180,49,0,10,0,1
48,48,12,0,16,0,5
5,5,82,0,17,0,1
78,78,61,0,13,0,3
51,51,51,0,26,0,1
24,24,17,0,13,2,2
60,60,49,0,10,7,6
156,156,66,0,10,8,6
90,90,39,1,10,0,3
33,33,6,0,28,0,2
144,144,17,1,10,2,6
115,115,84,0,10,0,5
162,162,66,0,13,8,6
0.69,12.69,13,0,16,8,1
60,60,8,0,4,0,4
71,71,23,0,13,0,4
10,10,84,0,17,3,2
,0,40,1,10,7,1
48,48,61,1,10,8,1
37,37,84,0,13,0,3
0.03,0.03,60,1,6,8,1
,0,24,0,10,2,1
27,27,47,0,10,8,1
57,57,33,0,13,0,3
,0,48,1,10,7,1
37,37,20,0,13,0,4
18,18,42,0,17,0,1
0.03,0.03,12,0,13,8,1
46,46,20,0,13,0,3
24,24,8,0,13,0,4
115,115,20,0,13,8,5
6.18,12.18,84,0,17,4,1
6,6,40,1,1,7,1
240,240,39,0,10,0,5
0.03,0.03,41,0,28,7,4
4.92,4.92,42,0,17,0,1
8,8,70,0,17,3,1
,0,41,1,10,2,1
245,245,12,0,10,8,6
16,16,70,1,10,3,1
37,37,42,0,10,0,1
160,160,13,0,26,7,6
12.03,12.03,42,0,13,4,1
1.62,1.62,79,0,10,2,2
8,8,42,0,17,0,2
84,84,52,0,10,8,5
,0,74,0,9,0,1
168,168,86,0,10,0,4
0.03,0.03,20,1,16,2,1
41,41,30,0,16,0,1
293,293,86,0,22,0,4
15,15,57,0,16,0,1
48,48,37,0,7,5,1
12.03,12.03,9,0,13,2,1
,0,42,0,17,0,1
60,60,58,0,13,0,3
55,55,47,0,10,7,4
39,39,45,0,13,0,4
780,780,83,0,27,8,1
3.09,3.09,70,0,17,0,2
120,120,65,0,7,0,2
96,96,37,0,13,0,6
0.03,0.03,12,1,16,0,2
0.03,0.03,45,0,10,2,3
30,30,89,0,7,7,1
30,30,65,0,7,0,1
384,384,22,0,27,8,6
14,14,65,0,10,0,2
,6,85,0,16,0,1
12.03,12.03,47,0,21,8,1
41,41,66,0,13,0,6
180,180,20,0,13,0,6
0.03,0.03,53,1,16,0,1
15,15,30,0,29,2,1
87,87,20,0,13,0,3
30,30,77,1,16,0,4
120,120,64,0,23,2,6
120,120,29,0,21,8,5
27,27,64,0,13,0,2
0.03,0.03,71,0,10,7,3
141,141,65,0,26,0,6
27,27,17,0,13,0,3
35,35,57,0,13,8,4
168,168,30,0,10,2,1
,0,42,0,17,0,1
2.73,2.73,84,0,17,0,1
0.03,0.03,42,0,17,0,1
135,135,22,0,10,0,1
30,30,22,0,13,0,2
18,18,22,0,13,0,2
,0,42,0,17,0,1
,0,42,0,17,0,1
0.03,0.03,41,0,17,0,1
156,156,39,0,7,0,1
126,126,39,0,7,0,1
24,24,13,0,15,0,1
18,18,90,0,1,0,3
50,50,82,0,26,7,5
240,240,39,0,10,0,6
15,15,64,0,13,2,1
46,46,55,1,10,7,1
48,48,8,1,16,8,1
12.03,12.03,47,0,10,0,2
50,50,17,0,13,0,5
35.85,35.85,8,0,10,2,2
120,120,81,0,10,7,5
240,240,43,0,7,0,2
40,40,43,0,10,2,3
0.03,0.03,35,0,16,0,1
60,60,17,0,10,2,3
175,175,43,1,10,8,2
7.26,7.26,74,0,17,7,3
30,30,41,0,1,0,1
57,57,17,0,13,0,4
0.03,0.03,8,0,16,8,1
15,15,41,0,17,0,3
12.03,12.03,8,0,16,7,1
0.03,0.03,72,0,10,8,1
,6,42,0,16,2,1
6.31,6.31,41,0,17,5,3
7.33,7.33,41,0,17,5,3
14,14,39,0,17,0,3
44,44,8,0,10,8,1
13.21,13.21,41,0,17,3,1
,0,1,0,29,2,1
57,57,41,0,10,0,1
12.42,12.42,41,1,17,3,1
120,120,84,0,10,4,2
120,120,41,0,10,0,1
12.42,12.42,41,0,17,0,1
,0,64,1,30,0,1
85,85,85,0,10,7,2
7,7,39,0,17,0,2
10,10,39,0,17,6,3
10,10,39,0,13,0,1
48,48,32,0,16,8,2
84,84,12,0,10,7,6
48,48,15,1,10,0,2
352,352,39,0,10,0,5
63,63,64,0,10,8,2
30,30,84,0,17,0,3
0.03,0.03,17,1,16,0,1
0.03,0.03,70,0,30,0,1
6,6,84,0,17,3,3
4.7,4.7,84,0,17,8,2
102,102,17,0,7,0,1
21,21,84,0,13,0,1
66,66,64,0,13,8,4
108,108,39,0,26,0,1
96,96,17,0,10,2,6
37,37,41,0,17,0,4
0.03,0.03,6,0,17,0,1
36,36,41,0,21,8,1
180,180,29,0,13,0,4
7.92,7.92,6,0,17,0,1
27,27,42,0,17,0,1
10,10,84,1,17,3,2
60,60,42,0,17,0,4
0.03,0.03,9,0,10,8,1
18,18,84,1,4,8,2
18,18,45,0,17,0,3
48,48,57,0,13,0,3
0.03,0.03,8,1,30,0,1
5.13,5.13,17,0,25,0,2
33,33,88,0,13,0,5
120,120,17,0,4,0,4
30,30,42,0,17,0,3
108,108,45,0,26,8,6
45,45,5,0,22,2,5
13.43,13.43,41,1,17,2,6
5.99,5.99,42,0,17,0,1
0.03,0.03,2,1,10,7,3
,0,23,1,13,0,1
24,24,41,1,21,2,1
26.72,26.72,49,1,10,2,2
240,240,90,0,27,7,1
18,18,22,0,13,0,1
,0,42,0,30,0,1
90,90,67,0,10,8,1
37,37,12,0,10,8,1
720,720,30,0,4,6,4
6,6,23,1,10,0,1
42,42,67,0,16,0,2
30,30,8,0,21,7,1
14,14,23,0,10,8,4
41,41,6,0,26,0,2
12.2,12.2,40,0,21,0,1
84,84,4,0,10,0,2
135,135,4,0,10,0,1
37,37,6,0,26,2,2
2.86,2.86,74,0,17,3,2
180,180,30,0,10,7,2
120,120,67,0,7,6,1
24,24,45,0,29,8,1
46,46,42,0,17,0,4
188,188,60,0,10,0,6
,0,85,1,15,4,1
86,86,30,0,10,8,1
87,87,41,0,10,8,1
10,10,85,0,24,0,3
72,72,4,0,10,7,2
,0,4,1,30,7,1
27,27,63,0,25,0,6
60,60,89,0,10,7,1
156,156,63,0,13,8,6
,0,4,0,16,0,1
66,66,81,0,7,8,2
120,120,81,0,10,7,1
120,120,48,0,10,8,3
,6,71,0,16,2,1
18,18,65,0,10,8,1
80,80,81,0,4,1,3
240,240,36,0,10,0,4
0.03,0.03,74,0,16,0,1
137,137,6,0,7,0,5
18,18,55,0,16,8,1
135,135,53,0,10,0,3
0.03,0.03,17,1,10,2,1
180,180,6,0,7,0,2
3,8,90,0,1,0,1
37,37,31,0,17,0,3
72,72,74,0,10,2,2
70,70,6,0,10,0,1
120,120,74,0,21,2,2
240,240,17,0,7,0,1
87,87,67,0,10,0,1
120,120,74,0,10,3,4
29.36,29.36,78,0,16,7,6
63,63,22,0,13,0,6
0.03,0.03,74,0,17,3,1
48,48,82,0,13,8,4
60,60,6,0,13,0,5
180,180,73,0,10,8,6
33,33,74,0,17,3,5
57,57,74,0,10,0,1
0.03,0.03,28,0,13,2,2
14,14,74,0,10,3,1
36,36,60,0,10,0,4
33,33,60,0,13,0,2
78,78,22,0,7,8,1
16,16,60,0,10,0,3
129,129,28,0,10,7,5
36,36,71,0,26,8,1
24,24,60,0,10,0,4
51,51,65,0,13,0,6
110,110,65,0,13,0,6
36,36,8,0,5,8,1
210,210,29,0,10,0,2
85,85,6,0,26,2,1
15,15,74,0,10,2,2
6,6,8,0,16,0,1
180,180,76,0,10,7,6
0.03,0.03,8,0,4,2,1
9,9,8,1,25,0,3
96,96,8,0,10,6,3
121,121,61,0,10,8,1
120,120,66,0,10,2,6
77,77,66,0,10,0,6
19,19,42,1,17,0,1
27,27,24,0,10,0,6
6,6,41,0,16,5,2
87,87,24,0,10,0,1
103,103,47,0,13,4,6
66,66,4,0,10,7,1
7,7,70,0,17,3,2
12.03,12.03,70,0,17,3,4
37,37,41,0,10,0,1
,0,70,0,17,3,1
0.03,0.03,63,0,25,0,3
84,84,87,0,10,8,1
,0,4,1,10,2,1
30,30,30,0,29,0,1
63,63,30,0,10,0,2
96,96,8,0,7,7,1
27,27,84,1,10,7,3
360,360,41,0,27,8,1
